chromosome	start	stop	gene	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts 
chr2L	21499919	21500448	NM_001032114	0	+	21499976	21500387	0	1	529,	0,
chr2L	21420128	21420657	NM_001032118	0	+	21420185	21420596	0	1	529,	0,
chr2L	21425192	21425721	NM_001032118	0	+	21425249	21425660	0	1	529,	0,
chr2L	21430254	21430783	NM_001032118	0	+	21430311	21430722	0	1	529,	0,
chr2L	21435298	21435827	NM_001032118	0	+	21435355	21435766	0	1	529,	0,
chr2L	21440186	21440715	NM_001032118	0	+	21440243	21440654	0	1	529,	0,
chr2L	21454387	21454916	NM_001032118	0	+	21454444	21454855	0	1	529,	0,
chr2L	21484680	21485209	NM_001032118	0	+	21484737	21485148	0	1	529,	0,
chr2L	21489829	21490358	NM_001032118	0	+	21489886	21490297	0	1	529,	0,
chr2L	21494874	21495403	NM_001032118	0	+	21494931	21495342	0	1	529,	0,
chr2L	21499919	21500448	NM_001032118	0	+	21499976	21500387	0	1	529,	0,
chr2L	21419530	21419943	NM_001032122	0	-	21419575	21419887	0	1	413,	0,
chr2L	21424592	21425005	NM_001032122	0	-	21424637	21424949	0	1	413,	0,
chr2L	21434702	21435115	NM_001032122	0	-	21434747	21435059	0	1	413,	0,
chr2L	21439588	21440001	NM_001032122	0	-	21439633	21439945	0	1	413,	0,
chr2L	21453789	21454202	NM_001032122	0	-	21453834	21454146	0	1	413,	0,
chr2L	21484084	21484497	NM_001032122	0	-	21484129	21484441	0	1	413,	0,
chr2L	21489233	21489646	NM_001032122	0	-	21489278	21489590	0	1	413,	0,
chr2L	21494278	21494691	NM_001032122	0	-	21494323	21494635	0	1	413,	0,
chr2L	21499323	21499736	NM_001032122	0	-	21499368	21499680	0	1	413,	0,
chr2L	21519510	21519923	NM_001032122	0	-	21519555	21519867	0	1	413,	0,
chr2L	21420128	21420657	NM_001032123	0	+	21420185	21420596	0	1	529,	0,
chr2L	21425192	21425721	NM_001032123	0	+	21425249	21425660	0	1	529,	0,
chr2L	21430254	21430783	NM_001032123	0	+	21430311	21430722	0	1	529,	0,
chr2L	21435298	21435827	NM_001032123	0	+	21435355	21435766	0	1	529,	0,
chr2L	21440186	21440715	NM_001032123	0	+	21440243	21440654	0	1	529,	0,
chr2L	21454387	21454916	NM_001032123	0	+	21454444	21454855	0	1	529,	0,
chr2L	21484680	21485209	NM_001032123	0	+	21484737	21485148	0	1	529,	0,
chr2L	21489829	21490358	NM_001032123	0	+	21489886	21490297	0	1	529,	0,
chr2L	21494874	21495403	NM_001032123	0	+	21494931	21495342	0	1	529,	0,
chr2L	21499919	21500448	NM_001032123	0	+	21499976	21500387	0	1	529,	0,
chr2L	21419530	21419943	NM_001032126	0	-	21419575	21419887	0	1	413,	0,
chr2L	21424592	21425005	NM_001032126	0	-	21424637	21424949	0	1	413,	0,
chr2L	21434702	21435115	NM_001032126	0	-	21434747	21435059	0	1	413,	0,
chr2L	21439588	21440001	NM_001032126	0	-	21439633	21439945	0	1	413,	0,
chr2L	21453789	21454202	NM_001032126	0	-	21453834	21454146	0	1	413,	0,
chr2L	21484084	21484497	NM_001032126	0	-	21484129	21484441	0	1	413,	0,
chr2L	21489233	21489646	NM_001032126	0	-	21489278	21489590	0	1	413,	0,
chr2L	21494278	21494691	NM_001032126	0	-	21494323	21494635	0	1	413,	0,
chr2L	21499323	21499736	NM_001032126	0	-	21499368	21499680	0	1	413,	0,
chr2L	21519510	21519923	NM_001032126	0	-	21519555	21519867	0	1	413,	0,
chr2L	21420128	21420657	NM_001032127	0	+	21420185	21420596	0	1	529,	0,
chr2L	21425192	21425721	NM_001032127	0	+	21425249	21425660	0	1	529,	0,
chr2L	21430254	21430783	NM_001032127	0	+	21430311	21430722	0	1	529,	0,
chr2L	21435298	21435827	NM_001032127	0	+	21435355	21435766	0	1	529,	0,
chr2L	21440186	21440715	NM_001032127	0	+	21440243	21440654	0	1	529,	0,
chr2L	21454387	21454916	NM_001032127	0	+	21454444	21454855	0	1	529,	0,
chr2L	21484680	21485209	NM_001032127	0	+	21484737	21485148	0	1	529,	0,
chr2L	21489829	21490358	NM_001032127	0	+	21489886	21490297	0	1	529,	0,
chr2L	21494874	21495403	NM_001032127	0	+	21494931	21495342	0	1	529,	0,
chr2L	21499919	21500448	NM_001032127	0	+	21499976	21500387	0	1	529,	0,
chr2L	21423736	21424229	NM_001032130	0	+	21423788	21424163	0	1	493,	0,
chr2L	21452933	21453426	NM_001032130	0	+	21452985	21453360	0	1	493,	0,
chr2L	21457994	21458487	NM_001032130	0	+	21458046	21458421	0	1	493,	0,
chr2L	21463054	21463547	NM_001032130	0	+	21463106	21463481	0	1	493,	0,
chr2L	21468097	21468590	NM_001032130	0	+	21468149	21468524	0	1	493,	0,
chr2L	21473140	21473633	NM_001032130	0	+	21473192	21473567	0	1	493,	0,
chr2L	21478183	21478676	NM_001032130	0	+	21478235	21478610	0	1	493,	0,
chr2L	21419530	21419943	NM_001032131	0	-	21419575	21419887	0	1	413,	0,
chr2L	21424592	21425005	NM_001032131	0	-	21424637	21424949	0	1	413,	0,
chr2L	21434702	21435115	NM_001032131	0	-	21434747	21435059	0	1	413,	0,
chr2L	21439588	21440001	NM_001032131	0	-	21439633	21439945	0	1	413,	0,
chr2L	21453789	21454202	NM_001032131	0	-	21453834	21454146	0	1	413,	0,
chr2L	21484084	21484497	NM_001032131	0	-	21484129	21484441	0	1	413,	0,
chr2L	21489233	21489646	NM_001032131	0	-	21489278	21489590	0	1	413,	0,
chr2L	21494278	21494691	NM_001032131	0	-	21494323	21494635	0	1	413,	0,
chr2L	21499323	21499736	NM_001032131	0	-	21499368	21499680	0	1	413,	0,
chr2L	21519510	21519923	NM_001032131	0	-	21519555	21519867	0	1	413,	0,
chr2L	21420128	21420657	NM_001032132	0	+	21420185	21420596	0	1	529,	0,
chr2L	21425192	21425721	NM_001032132	0	+	21425249	21425660	0	1	529,	0,
chr2L	21430254	21430783	NM_001032132	0	+	21430311	21430722	0	1	529,	0,
chr2L	21435298	21435827	NM_001032132	0	+	21435355	21435766	0	1	529,	0,
chr2L	21440186	21440715	NM_001032132	0	+	21440243	21440654	0	1	529,	0,
chr2L	21454387	21454916	NM_001032132	0	+	21454444	21454855	0	1	529,	0,
chr2L	21484680	21485209	NM_001032132	0	+	21484737	21485148	0	1	529,	0,
chr2L	21489829	21490358	NM_001032132	0	+	21489886	21490297	0	1	529,	0,
chr2L	21494874	21495403	NM_001032132	0	+	21494931	21495342	0	1	529,	0,
chr2L	21499919	21500448	NM_001032132	0	+	21499976	21500387	0	1	529,	0,
chr2L	21423736	21424229	NM_001032135	0	+	21423788	21424163	0	1	493,	0,
chr2L	21452933	21453426	NM_001032135	0	+	21452985	21453360	0	1	493,	0,
chr2L	21457994	21458487	NM_001032135	0	+	21458046	21458421	0	1	493,	0,
chr2L	21463054	21463547	NM_001032135	0	+	21463106	21463481	0	1	493,	0,
chr2L	21468097	21468590	NM_001032135	0	+	21468149	21468524	0	1	493,	0,
chr2L	21473140	21473633	NM_001032135	0	+	21473192	21473567	0	1	493,	0,
chr2L	21478183	21478676	NM_001032135	0	+	21478235	21478610	0	1	493,	0,
chr2L	21423736	21424229	NM_001032140	0	+	21423788	21424163	0	1	493,	0,
chr2L	21452933	21453426	NM_001032140	0	+	21452985	21453360	0	1	493,	0,
chr2L	21457994	21458487	NM_001032140	0	+	21458046	21458421	0	1	493,	0,
chr2L	21463054	21463547	NM_001032140	0	+	21463106	21463481	0	1	493,	0,
chr2L	21468097	21468590	NM_001032140	0	+	21468149	21468524	0	1	493,	0,
chr2L	21473140	21473633	NM_001032140	0	+	21473192	21473567	0	1	493,	0,
chr2L	21478183	21478676	NM_001032140	0	+	21478235	21478610	0	1	493,	0,
chr2L	21423736	21424229	NM_001032145	0	+	21423788	21424163	0	1	493,	0,
chr2L	21452933	21453426	NM_001032145	0	+	21452985	21453360	0	1	493,	0,
chr2L	21457994	21458487	NM_001032145	0	+	21458046	21458421	0	1	493,	0,
chr2L	21463054	21463547	NM_001032145	0	+	21463106	21463481	0	1	493,	0,
chr2L	21468097	21468590	NM_001032145	0	+	21468149	21468524	0	1	493,	0,
chr2L	21473140	21473633	NM_001032145	0	+	21473192	21473567	0	1	493,	0,
chr2L	21478183	21478676	NM_001032145	0	+	21478235	21478610	0	1	493,	0,
chr2L	21423736	21424229	NM_001032150	0	+	21423788	21424163	0	1	493,	0,
chr2L	21452933	21453426	NM_001032150	0	+	21452985	21453360	0	1	493,	0,
chr2L	21457994	21458487	NM_001032150	0	+	21458046	21458421	0	1	493,	0,
chr2L	21463054	21463547	NM_001032150	0	+	21463106	21463481	0	1	493,	0,
chr2L	21468097	21468590	NM_001032150	0	+	21468149	21468524	0	1	493,	0,
chr2L	21473140	21473633	NM_001032150	0	+	21473192	21473567	0	1	493,	0,
chr2L	21478183	21478676	NM_001032150	0	+	21478235	21478610	0	1	493,	0,
chr2L	21423736	21424229	NM_001032155	0	+	21423788	21424163	0	1	493,	0,
chr2L	21452933	21453426	NM_001032155	0	+	21452985	21453360	0	1	493,	0,
chr2L	21457994	21458487	NM_001032155	0	+	21458046	21458421	0	1	493,	0,
chr2L	21463054	21463547	NM_001032155	0	+	21463106	21463481	0	1	493,	0,
chr2L	21468097	21468590	NM_001032155	0	+	21468149	21468524	0	1	493,	0,
chr2L	21473140	21473633	NM_001032155	0	+	21473192	21473567	0	1	493,	0,
chr2L	21478183	21478676	NM_001032155	0	+	21478235	21478610	0	1	493,	0,
chr2L	21433844	21434337	NM_001032160	0	+	21433896	21434271	0	1	493,	0,
chr2L	21483226	21483719	NM_001032160	0	+	21483278	21483653	0	1	493,	0,
chr2L	21488377	21488870	NM_001032160	0	+	21488429	21488804	0	1	493,	0,
chr2L	21493422	21493915	NM_001032160	0	+	21493474	21493849	0	1	493,	0,
chr2L	21498467	21498960	NM_001032160	0	+	21498519	21498894	0	1	493,	0,
chr2L	21503520	21504013	NM_001032160	0	+	21503572	21503947	0	1	493,	0,
chr2L	21508565	21509058	NM_001032160	0	+	21508617	21508992	0	1	493,	0,
chr2L	21513609	21514102	NM_001032160	0	+	21513661	21514036	0	1	493,	0,
chr2L	21533183	21533676	NM_001032160	0	+	21533235	21533610	0	1	493,	0,
chr2L	21538227	21538720	NM_001032160	0	+	21538279	21538654	0	1	493,	0,
chr2L	21419530	21419943	NM_001032161	0	-	21419575	21419887	0	1	413,	0,
chr2L	21424592	21425005	NM_001032161	0	-	21424637	21424949	0	1	413,	0,
chr2L	21434702	21435115	NM_001032161	0	-	21434747	21435059	0	1	413,	0,
chr2L	21439588	21440001	NM_001032161	0	-	21439633	21439945	0	1	413,	0,
chr2L	21453789	21454202	NM_001032161	0	-	21453834	21454146	0	1	413,	0,
chr2L	21484084	21484497	NM_001032161	0	-	21484129	21484441	0	1	413,	0,
chr2L	21489233	21489646	NM_001032161	0	-	21489278	21489590	0	1	413,	0,
chr2L	21494278	21494691	NM_001032161	0	-	21494323	21494635	0	1	413,	0,
chr2L	21499323	21499736	NM_001032161	0	-	21499368	21499680	0	1	413,	0,
chr2L	21519510	21519923	NM_001032161	0	-	21519555	21519867	0	1	413,	0,
chr2L	21420128	21420657	NM_001032162	0	+	21420185	21420596	0	1	529,	0,
chr2L	21425192	21425721	NM_001032162	0	+	21425249	21425660	0	1	529,	0,
chr2L	21430254	21430783	NM_001032162	0	+	21430311	21430722	0	1	529,	0,
chr2L	21435298	21435827	NM_001032162	0	+	21435355	21435766	0	1	529,	0,
chr2L	21440186	21440715	NM_001032162	0	+	21440243	21440654	0	1	529,	0,
chr2L	21454387	21454916	NM_001032162	0	+	21454444	21454855	0	1	529,	0,
chr2L	21484680	21485209	NM_001032162	0	+	21484737	21485148	0	1	529,	0,
chr2L	21489829	21490358	NM_001032162	0	+	21489886	21490297	0	1	529,	0,
chr2L	21494874	21495403	NM_001032162	0	+	21494931	21495342	0	1	529,	0,
chr2L	21499919	21500448	NM_001032162	0	+	21499976	21500387	0	1	529,	0,
chr2L	21433844	21434337	NM_001032165	0	+	21433896	21434271	0	1	493,	0,
chr2L	21483226	21483719	NM_001032165	0	+	21483278	21483653	0	1	493,	0,
chr2L	21488377	21488870	NM_001032165	0	+	21488429	21488804	0	1	493,	0,
chr2L	21493422	21493915	NM_001032165	0	+	21493474	21493849	0	1	493,	0,
chr2L	21498467	21498960	NM_001032165	0	+	21498519	21498894	0	1	493,	0,
chr2L	21503520	21504013	NM_001032165	0	+	21503572	21503947	0	1	493,	0,
chr2L	21508565	21509058	NM_001032165	0	+	21508617	21508992	0	1	493,	0,
chr2L	21513609	21514102	NM_001032165	0	+	21513661	21514036	0	1	493,	0,
chr2L	21533183	21533676	NM_001032165	0	+	21533235	21533610	0	1	493,	0,
chr2L	21538227	21538720	NM_001032165	0	+	21538279	21538654	0	1	493,	0,
chr2L	21419530	21419943	NM_001032166	0	-	21419575	21419887	0	1	413,	0,
chr2L	21424592	21425005	NM_001032166	0	-	21424637	21424949	0	1	413,	0,
chr2L	21434702	21435115	NM_001032166	0	-	21434747	21435059	0	1	413,	0,
chr2L	21439588	21440001	NM_001032166	0	-	21439633	21439945	0	1	413,	0,
chr2L	21453789	21454202	NM_001032166	0	-	21453834	21454146	0	1	413,	0,
chr2L	21484084	21484497	NM_001032166	0	-	21484129	21484441	0	1	413,	0,
chr2L	21489233	21489646	NM_001032166	0	-	21489278	21489590	0	1	413,	0,
chr2L	21494278	21494691	NM_001032166	0	-	21494323	21494635	0	1	413,	0,
chr2L	21499323	21499736	NM_001032166	0	-	21499368	21499680	0	1	413,	0,
chr2L	21519510	21519923	NM_001032166	0	-	21519555	21519867	0	1	413,	0,
chr2L	21420128	21420657	NM_001032167	0	+	21420185	21420596	0	1	529,	0,
chr2L	21425192	21425721	NM_001032167	0	+	21425249	21425660	0	1	529,	0,
chr2L	21430254	21430783	NM_001032167	0	+	21430311	21430722	0	1	529,	0,
chr2L	21435298	21435827	NM_001032167	0	+	21435355	21435766	0	1	529,	0,
chr2L	21440186	21440715	NM_001032167	0	+	21440243	21440654	0	1	529,	0,
chr2L	21454387	21454916	NM_001032167	0	+	21454444	21454855	0	1	529,	0,
chr2L	21484680	21485209	NM_001032167	0	+	21484737	21485148	0	1	529,	0,
chr2L	21489829	21490358	NM_001032167	0	+	21489886	21490297	0	1	529,	0,
chr2L	21494874	21495403	NM_001032167	0	+	21494931	21495342	0	1	529,	0,
chr2L	21499919	21500448	NM_001032167	0	+	21499976	21500387	0	1	529,	0,
chr2L	21433844	21434337	NM_001032170	0	+	21433896	21434271	0	1	493,	0,
chr2L	21483226	21483719	NM_001032170	0	+	21483278	21483653	0	1	493,	0,
chr2L	21488377	21488870	NM_001032170	0	+	21488429	21488804	0	1	493,	0,
chr2L	21493422	21493915	NM_001032170	0	+	21493474	21493849	0	1	493,	0,
chr2L	21498467	21498960	NM_001032170	0	+	21498519	21498894	0	1	493,	0,
chr2L	21503520	21504013	NM_001032170	0	+	21503572	21503947	0	1	493,	0,
chr2L	21508565	21509058	NM_001032170	0	+	21508617	21508992	0	1	493,	0,
chr2L	21513609	21514102	NM_001032170	0	+	21513661	21514036	0	1	493,	0,
chr2L	21533183	21533676	NM_001032170	0	+	21533235	21533610	0	1	493,	0,
chr2L	21538227	21538720	NM_001032170	0	+	21538279	21538654	0	1	493,	0,
chr2L	21419530	21419943	NM_001032171	0	-	21419575	21419887	0	1	413,	0,
chr2L	21424592	21425005	NM_001032171	0	-	21424637	21424949	0	1	413,	0,
chr2L	21434702	21435115	NM_001032171	0	-	21434747	21435059	0	1	413,	0,
chr2L	21439588	21440001	NM_001032171	0	-	21439633	21439945	0	1	413,	0,
chr2L	21453789	21454202	NM_001032171	0	-	21453834	21454146	0	1	413,	0,
chr2L	21484084	21484497	NM_001032171	0	-	21484129	21484441	0	1	413,	0,
chr2L	21489233	21489646	NM_001032171	0	-	21489278	21489590	0	1	413,	0,
chr2L	21494278	21494691	NM_001032171	0	-	21494323	21494635	0	1	413,	0,
chr2L	21499323	21499736	NM_001032171	0	-	21499368	21499680	0	1	413,	0,
chr2L	21519510	21519923	NM_001032171	0	-	21519555	21519867	0	1	413,	0,
chr2L	21420128	21420657	NM_001032172	0	+	21420185	21420596	0	1	529,	0,
chr2L	21425192	21425721	NM_001032172	0	+	21425249	21425660	0	1	529,	0,
chr2L	21430254	21430783	NM_001032172	0	+	21430311	21430722	0	1	529,	0,
chr2L	21435298	21435827	NM_001032172	0	+	21435355	21435766	0	1	529,	0,
chr2L	21440186	21440715	NM_001032172	0	+	21440243	21440654	0	1	529,	0,
chr2L	21454387	21454916	NM_001032172	0	+	21454444	21454855	0	1	529,	0,
chr2L	21484680	21485209	NM_001032172	0	+	21484737	21485148	0	1	529,	0,
chr2L	21489829	21490358	NM_001032172	0	+	21489886	21490297	0	1	529,	0,
chr2L	21494874	21495403	NM_001032172	0	+	21494931	21495342	0	1	529,	0,
chr2L	21499919	21500448	NM_001032172	0	+	21499976	21500387	0	1	529,	0,
chr2L	21433844	21434337	NM_001032175	0	+	21433896	21434271	0	1	493,	0,
chr2L	21483226	21483719	NM_001032175	0	+	21483278	21483653	0	1	493,	0,
chr2L	21488377	21488870	NM_001032175	0	+	21488429	21488804	0	1	493,	0,
chr2L	21493422	21493915	NM_001032175	0	+	21493474	21493849	0	1	493,	0,
chr2L	21498467	21498960	NM_001032175	0	+	21498519	21498894	0	1	493,	0,
chr2L	21503520	21504013	NM_001032175	0	+	21503572	21503947	0	1	493,	0,
chr2L	21508565	21509058	NM_001032175	0	+	21508617	21508992	0	1	493,	0,
chr2L	21513609	21514102	NM_001032175	0	+	21513661	21514036	0	1	493,	0,
chr2L	21533183	21533676	NM_001032175	0	+	21533235	21533610	0	1	493,	0,
chr2L	21538227	21538720	NM_001032175	0	+	21538279	21538654	0	1	493,	0,
chr2L	21419530	21419943	NM_001032176	0	-	21419575	21419887	0	1	413,	0,
chr2L	21424592	21425005	NM_001032176	0	-	21424637	21424949	0	1	413,	0,
chr2L	21434702	21435115	NM_001032176	0	-	21434747	21435059	0	1	413,	0,
chr2L	21439588	21440001	NM_001032176	0	-	21439633	21439945	0	1	413,	0,
chr2L	21453789	21454202	NM_001032176	0	-	21453834	21454146	0	1	413,	0,
chr2L	21484084	21484497	NM_001032176	0	-	21484129	21484441	0	1	413,	0,
chr2L	21489233	21489646	NM_001032176	0	-	21489278	21489590	0	1	413,	0,
chr2L	21494278	21494691	NM_001032176	0	-	21494323	21494635	0	1	413,	0,
chr2L	21499323	21499736	NM_001032176	0	-	21499368	21499680	0	1	413,	0,
chr2L	21519510	21519923	NM_001032176	0	-	21519555	21519867	0	1	413,	0,
chr2L	21420128	21420657	NM_001032177	0	+	21420185	21420596	0	1	529,	0,
chr2L	21425192	21425721	NM_001032177	0	+	21425249	21425660	0	1	529,	0,
chr2L	21430254	21430783	NM_001032177	0	+	21430311	21430722	0	1	529,	0,
chr2L	21435298	21435827	NM_001032177	0	+	21435355	21435766	0	1	529,	0,
chr2L	21440186	21440715	NM_001032177	0	+	21440243	21440654	0	1	529,	0,
chr2L	21454387	21454916	NM_001032177	0	+	21454444	21454855	0	1	529,	0,
chr2L	21484680	21485209	NM_001032177	0	+	21484737	21485148	0	1	529,	0,
chr2L	21489829	21490358	NM_001032177	0	+	21489886	21490297	0	1	529,	0,
chr2L	21494874	21495403	NM_001032177	0	+	21494931	21495342	0	1	529,	0,
chr2L	21499919	21500448	NM_001032177	0	+	21499976	21500387	0	1	529,	0,
chr2L	21433844	21434337	NM_001032180	0	+	21433896	21434271	0	1	493,	0,
chr2L	21483226	21483719	NM_001032180	0	+	21483278	21483653	0	1	493,	0,
chr2L	21488377	21488870	NM_001032180	0	+	21488429	21488804	0	1	493,	0,
chr2L	21493422	21493915	NM_001032180	0	+	21493474	21493849	0	1	493,	0,
chr2L	21498467	21498960	NM_001032180	0	+	21498519	21498894	0	1	493,	0,
chr2L	21503520	21504013	NM_001032180	0	+	21503572	21503947	0	1	493,	0,
chr2L	21508565	21509058	NM_001032180	0	+	21508617	21508992	0	1	493,	0,
chr2L	21513609	21514102	NM_001032180	0	+	21513661	21514036	0	1	493,	0,
chr2L	21533183	21533676	NM_001032180	0	+	21533235	21533610	0	1	493,	0,
chr2L	21538227	21538720	NM_001032180	0	+	21538279	21538654	0	1	493,	0,
chr2L	21420128	21420657	NM_001032182	0	+	21420185	21420596	0	1	529,	0,
